crf,preset,res,bitrate,vmaf,time
22,4,1080,10884,97.855309,427.211
22,5,1080,11373,97.846439,305.534
22,6,1080,12550,97.733640,215.699
22,7,1080,13190,97.650305,180.889
22,8,1080,12765,97.506631,138.075
22,9,1080,12386,97.133280,108.105
22,10,1080,12237,96.771639,94.828
24,4,1080,10092,97.735640,412.144
24,5,1080,10450,97.727285,300.088
24,6,1080,11495,97.606018,211.876
24,7,1080,12007,97.515617,180.095
24,8,1080,11645,97.356867,134.575
24,9,1080,11331,96.950026,106.046
24,10,1080,11199,96.545899,91.496
26,4,1080,8845,97.518700,412.813
26,5,1080,9132,97.506353,301.254
26,6,1080,9888,97.366446,215.276
26,7,1080,10266,97.255425,180.913
26,8,1080,10041,97.064490,136.864
26,9,1080,10011,96.628116,105.346
26,10,1080,9927,96.186210,90.869
27,4,1080,8340,97.405380,419.405
27,5,1080,8618,97.391865,301.582
27,6,1080,9306,97.240627,235.954
27,7,1080,9639,97.125715,205.341
27,8,1080,9473,96.933062,142.262
27,9,1080,9380,96.443788,99.180
27,10,1080,9325,95.981370,84.417
29,4,1080,7503,97.173592,429.735
29,5,1080,7734,97.150645,301.502
29,6,1080,8273,96.988204,215.068
29,7,1080,8549,96.860932,179.339
29,8,1080,8478,96.661454,134.694
29,9,1080,8326,96.058831,103.023
29,10,1080,8287,95.523244,88.547
30,4,1080,7139,97.043093,446.674
30,5,1080,7341,97.015309,307.489
30,6,1080,7798,96.836107,211.736
30,7,1080,8046,96.696538,178.987
30,8,1080,8012,96.490815,131.080
30,9,1080,7842,95.841447,100.157
30,10,1080,7808,95.267179,85.577
31,4,1080,6666,96.849899,440.819
31,5,1080,6845,96.813217,307.161
31,6,1080,7239,96.629741,220.616
31,7,1080,7459,96.484277,187.952
31,8,1080,7482,96.273274,138.963
31,9,1080,7195,95.507881,104.961
31,10,1080,7171,94.899802,91.792
33,4,1080,5887,96.421182,446.147
33,5,1080,6011,96.362613,315.628
33,6,1080,6284,96.161800,226.310
33,7,1080,6462,95.990802,188.627
33,8,1080,6576,95.773461,140.811
33,9,1080,6250,94.853104,104.320
33,10,1080,6261,94.204807,91.653
34,4,1080,5558,96.204957,451.338
34,5,1080,5669,96.137708,315.807
34,6,1080,5904,95.924751,227.025
34,7,1080,6069,95.746682,189.297
34,8,1080,6201,95.524610,140.584
34,9,1080,5825,94.484371,104.761
34,10,1080,5839,93.816817,91.964
37,4,1080,4587,95.358637,455.799
37,5,1080,4662,95.250284,315.182
37,6,1080,4774,94.976652,222.721
37,7,1080,4889,94.756192,186.646
37,8,1080,5074,94.535442,137.123
